"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2018-9-26","3,417.24","3,388.56","3,448.26","3,383.24","93.17K","1.11%"
"2018-9-25","3,379.80","3,375.97","3,394.38","3,367.03","69.06K","-0.90%"
"2018-9-21","3,410.49","3,320.70","3,410.49","3,307.77","108.42K","3.03%"
"2018-9-20","3,310.13","3,314.88","3,332.31","3,303.07","64.56K","-0.07%"
"2018-9-19","3,312.48","3,262.00","3,335.99","3,258.31","89.17K","1.32%"
"2018-9-18","3,269.43","3,193.64","3,270.11","3,193.64","70.43K","2.01%"
"2018-9-17","3,204.92","3,224.93","3,230.79","3,200.51","52.26K","-1.15%"
"2018-9-14","3,242.09","3,242.83","3,254.10","3,227.94","60.13K","0.17%"
"2018-9-13","3,236.57","3,239.69","3,249.59","3,191.40","67.29K","1.08%"
"2018-9-12","3,202.02","3,216.99","3,225.60","3,194.98","54.63K","-0.69%"
"2018-9-11","3,224.21","3,229.71","3,245.62","3,209.11","58.49K","-0.18%"
"2018-9-10","3,230.07","3,271.38","3,277.88","3,227.85","63.82K","-1.45%"
"2018-9-7","3,277.64","3,273.89","3,316.61","3,253.72","63.95K","0.45%"
"2018-9-6","3,262.88","3,286.66","3,311.50","3,253.76","62.30K","-1.07%"
"2018-9-5","3,298.14","3,349.70","3,354.20","3,298.14","64.30K","-1.95%"
"2018-9-4","3,363.90","3,324.19","3,370.96","3,307.96","67.09K","1.27%"
"2018-9-3","3,321.82","3,320.69","3,325.61","3,291.78","66.43K","-0.38%"
"2018-8-31","3,334.50","3,333.38","3,356.58","3,310.87","76.21K","-0.50%"
"2018-8-30","3,351.09","3,385.81","3,402.56","3,349.47","68.39K","-1.05%"
"2018-8-29","3,386.57","3,393.05","3,398.71","3,377.12","67.02K","-0.40%"
"2018-8-28","3,400.17","3,408.15","3,416.59","3,388.81","75.45K","-0.19%"
"2018-8-27","3,406.57","3,339.39","3,406.57","3,339.26","94.27K","2.44%"
"2018-8-24","3,325.33","3,308.48","3,353.04","3,291.87","63.77K","0.16%"
"2018-8-23","3,320.03","3,308.46","3,336.11","3,285.81","61.11K","0.37%"
"2018-8-22","3,307.95","3,328.97","3,328.97","3,299.39","50.79K","-0.56%"
"2018-8-21","3,326.65","3,271.84","3,331.71","3,270.03","75.21K","1.82%"
"2018-8-20","3,267.25","3,238.22","3,267.25","3,209.01","70.90K","1.17%"
"2018-8-17","3,229.62","3,305.90","3,311.57","3,224.10","67.40K","-1.44%"
"2018-8-16","3,276.73","3,251.86","3,315.20","3,231.56","76.55K","-0.46%"
"2018-8-15","3,291.98","3,371.96","3,372.14","3,288.71","68.17K","-2.40%"
"2018-8-14","3,372.91","3,386.48","3,391.73","3,356.61","60.65K","-0.51%"
"2018-8-13","3,390.34","3,369.98","3,396.19","3,336.70","76.19K","-0.43%"
"2018-8-10","3,405.02","3,398.41","3,424.04","3,380.57","68.97K","0.22%"
"2018-8-9","3,397.53","3,303.48","3,408.39","3,299.62","91.96K","2.50%"
"2018-8-8","3,314.51","3,362.15","3,368.16","3,311.77","79.29K","-1.61%"
"2018-8-7","3,368.87","3,284.98","3,368.96","3,263.50","91.78K","2.92%"
"2018-8-6","3,273.27","3,312.82","3,344.25","3,257.69","77.98K","-1.27%"
"2018-8-3","3,315.28","3,366.66","3,381.34","3,315.20","70.80K","-1.65%"
"2018-8-2","3,370.96","3,434.35","3,434.35","3,322.10","101.31K","-2.22%"
"2018-8-1","3,447.39","3,530.03","3,543.61","3,446.78","90.35K","-2.00%"
"2018-7-31","3,517.66","3,510.47","3,528.15","3,493.15","67.98K","0.07%"
"2018-7-30","3,515.08","3,520.85","3,550.90","3,489.55","82.12K","-0.17%"
"2018-7-27","3,521.23","3,533.77","3,545.41","3,512.70","70.18K","-0.42%"
"2018-7-26","3,536.25","3,583.32","3,593.92","3,528.64","90.35K","-1.16%"
"2018-7-25","3,577.75","3,589.51","3,589.98","3,566.31","96.76K","-0.11%"
"2018-7-24","3,581.71","3,530.66","3,596.51","3,530.66","156.91K","1.59%"
"2018-7-23","3,525.75","3,471.86","3,527.53","3,464.65","119.04K","0.94%"
"2018-7-20","3,492.89","3,426.46","3,505.93","3,398.95","101.99K","1.88%"
"2018-7-19","3,428.34","3,444.80","3,466.51","3,417.96","68.48K","-0.09%"
"2018-7-18","3,431.32","3,456.61","3,479.26","3,430.16","66.53K","-0.52%"
"2018-7-17","3,449.38","3,466.42","3,467.19","3,420.97","61.98K","-0.65%"
"2018-7-16","3,472.09","3,488.97","3,506.24","3,459.73","68.28K","-0.59%"
"2018-7-13","3,492.69","3,488.50","3,499.76","3,474.91","72.96K","0.33%"
"2018-7-12","3,481.06","3,403.33","3,499.10","3,403.33","96.35K","2.16%"
"2018-7-11","3,407.53","3,398.93","3,427.57","3,375.14","72.04K","-1.73%"
"2018-7-10","3,467.52","3,464.91","3,474.14","3,437.27","69.55K","0.24%"
"2018-7-9","3,459.18","3,378.91","3,459.32","3,378.91","76.60K","2.80%"
"2018-7-6","3,365.12","3,347.06","3,396.25","3,295.73","86.10K","0.68%"
"2018-7-5","3,342.44","3,365.55","3,398.49","3,330.71","81.59K","-0.63%"
"2018-7-4","3,363.75","3,398.78","3,418.33","3,359.09","75.16K","-1.34%"
"2018-7-3","3,409.28","3,410.48","3,422.04","3,319.29","95.28K","0.04%"
"2018-7-2","3,407.96","3,504.46","3,506.90","3,383.50","84.35K","-2.93%"
"2018-6-29","3,510.98","3,431.96","3,512.38","3,425.22","77.26K","2.55%"
"2018-6-28","3,423.53","3,434.94","3,477.06","3,416.95","75.92K","-1.03%"
"2018-6-27","3,459.26","3,525.13","3,537.66","3,441.78","81.49K","-2.03%"
"2018-6-26","3,531.11","3,521.59","3,541.78","3,478.21","84.99K","-0.82%"
"2018-6-25","3,560.48","3,625.80","3,631.03","3,559.03","79.88K","-1.34%"
"2018-6-22","3,608.90","3,567.89","3,609.08","3,542.46","75.12K","0.44%"
"2018-6-21","3,592.97","3,633.56","3,673.56","3,589.49","93.91K","-1.17%"
"2018-6-20","3,635.44","3,602.55","3,649.34","3,578.17","86.72K","0.40%"
"2018-6-19","3,621.12","3,702.67","3,712.82","3,583.02","160.71K","-3.53%"
"2018-6-15","3,753.43","3,763.04","3,780.34","3,737.43","85.49K","-0.53%"
"2018-6-14","3,773.37","3,774.64","3,808.16","3,759.25","68.47K","-0.40%"
"2018-6-13","3,788.34","3,814.62","3,817.45","3,782.07","66.38K","-0.98%"
"2018-6-12","3,825.95","3,783.19","3,830.47","3,765.26","73.21K","1.22%"
"2018-6-11","3,779.98","3,770.21","3,792.55","3,756.51","68.71K","0.01%"
"2018-6-8","3,779.62","3,819.45","3,819.46","3,759.27","83.34K","-1.34%"
"2018-6-7","3,831.01","3,846.94","3,859.85","3,827.69","80.26K","-0.17%"
"2018-6-6","3,837.35","3,839.68","3,848.33","3,830.90","73.12K","-0.21%"
"2018-6-5","3,845.32","3,811.29","3,845.56","3,800.93","78.69K","0.99%"
"2018-6-4","3,807.58","3,785.19","3,813.41","3,776.62","76.62K","0.98%"
"2018-6-1","3,770.59","3,789.67","3,802.54","3,753.84","77.82K","-0.84%"
"2018-5-31","3,802.38","3,749.30","3,804.79","3,742.53","92.67K","2.12%"
"2018-5-30","3,723.37","3,755.18","3,767.89","3,722.07","87.91K","-2.12%"
"2018-5-29","3,804.01","3,824.19","3,841.78","3,800.67","81.55K","-0.76%"
"2018-5-28","3,833.26","3,816.26","3,846.55","3,799.32","71.52K","0.44%"
"2018-5-25","3,816.50","3,823.74","3,841.12","3,804.13","70.84K","-0.28%"
"2018-5-24","3,827.22","3,853.29","3,859.10","3,823.92","68.35K","-0.71%"
"2018-5-23","3,854.58","3,898.27","3,898.27","3,854.58","83.72K","-1.32%"
"2018-5-22","3,906.21","3,918.82","3,918.82","3,881.17","75.37K","-0.38%"
"2018-5-21","3,921.24","3,925.54","3,937.46","3,913.60","92.64K","0.47%"
"2018-5-18","3,903.06","3,860.16","3,903.06","3,841.90","72.61K","1.01%"
"2018-5-17","3,864.05","3,895.49","3,899.51","3,858.85","59.03K","-0.74%"
"2018-5-16","3,892.84","3,909.82","3,923.34","3,889.19","71.91K","-0.80%"
"2018-5-15","3,924.10","3,920.14","3,924.34","3,892.92","76.05K","0.38%"
"2018-5-14","3,909.29","3,886.87","3,919.30","3,886.87","81.98K","0.94%"
"2018-5-11","3,872.84","3,902.15","3,903.34","3,871.95","73.36K","-0.52%"
"2018-5-10","3,893.06","3,882.84","3,894.49","3,867.31","70.67K","0.55%"
"2018-5-9","3,871.62","3,876.13","3,878.94","3,855.74","66.71K","-0.18%"
"2018-5-8","3,878.68","3,834.61","3,892.07","3,833.73","94.22K","1.16%"
"2018-5-7","3,834.19","3,782.54","3,834.59","3,776.03","87.29K","1.58%"
"2018-5-4","3,774.60","3,784.32","3,801.52","3,770.94","71.55K","-0.49%"
"2018-5-3","3,793.00","3,756.17","3,797.53","3,732.37","93.96K","0.78%"
"2018-5-2","3,763.65","3,769.93","3,787.30","3,744.55","83.30K","0.18%"
"2018-4-27","3,756.88","3,771.04","3,776.98","3,714.64","89.53K","0.04%"
"2018-4-26","3,755.49","3,823.39","3,828.71","3,744.89","87.15K","-1.91%"
"2018-4-25","3,828.70","3,824.59","3,838.69","3,817.03","78.17K","-0.38%"
"2018-4-24","3,843.49","3,769.88","3,854.43","3,769.88","114.22K","2.05%"
"2018-4-23","3,766.33","3,754.69","3,787.40","3,735.18","90.36K","0.15%"
"2018-4-20","3,760.85","3,801.21","3,815.44","3,750.10","99.28K","-1.34%"
"2018-4-19","3,811.84","3,774.78","3,824.03","3,767.80","99.05K","1.21%"
"2018-4-18","3,766.28","3,785.31","3,789.66","3,708.11","106.68K","0.47%"
"2018-4-17","3,748.64","3,812.87","3,822.63","3,745.44","90.61K","-1.58%"
"2018-4-16","3,808.86","3,862.47","3,869.16","3,789.61","99.22K","-1.61%"
"2018-4-13","3,871.14","3,920.74","3,929.95","3,866.19","71.54K","-0.71%"
"2018-4-12","3,898.64","3,935.67","3,937.78","3,896.18","82.70K","-1.01%"
"2018-4-11","3,938.34","3,934.17","3,958.71","3,924.96","111.93K","0.28%"
"2018-4-10","3,927.17","3,860.72","3,927.42","3,851.80","106.17K","1.93%"
"2018-4-9","3,852.93","3,851.95","3,870.67","3,827.41","84.11K","-0.05%"
"2018-4-4","3,854.86","3,873.63","3,898.61","3,852.50","88.73K","-0.20%"
"2018-4-3","3,862.48","3,850.15","3,878.15","3,839.93","95.14K","-0.63%"
"2018-4-2","3,886.92","3,897.01","3,937.02","3,882.89","111.24K","-0.30%"
"2018-3-30","3,898.50","3,893.75","3,915.35","3,879.21","97.51K","0.11%"
"2018-3-29","3,894.05","3,854.59","3,913.96","3,794.26","116.63K","1.34%"
"2018-3-28","3,842.72","3,865.05","3,907.28","3,835.88","101.50K","-1.80%"
"2018-3-27","3,913.27","3,927.49","3,936.78","3,881.87","113.70K","0.86%"
"2018-3-26","3,879.89","3,862.69","3,883.90","3,829.92","115.14K","-0.64%"
"2018-3-23","3,904.94","3,896.74","3,928.51","3,834.94","180.08K","-2.87%"
"2018-3-22","4,020.35","4,062.07","4,072.38","4,003.72","89.10K","-1.00%"
"2018-3-21","4,061.05","4,097.02","4,110.12","4,046.24","97.61K","-0.41%"
"2018-3-20","4,077.70","4,045.74","4,080.19","4,040.31","80.61K","0.08%"
"2018-3-19","4,074.25","4,054.62","4,074.52","4,033.52","81.50K","0.44%"
"2018-3-16","4,056.42","4,096.89","4,110.05","4,055.82","84.90K","-0.97%"
"2018-3-15","4,096.16","4,058.71","4,098.99","4,058.71","88.16K","0.56%"
"2018-3-14","4,073.34","4,076.06","4,089.09","4,066.49","99.01K","-0.44%"
"2018-3-13","4,091.25","4,124.33","4,130.28","4,087.56","111.77K","-0.88%"
"2018-3-12","4,127.67","4,130.71","4,139.53","4,112.77","140.91K","0.46%"
"2018-3-9","4,108.87","4,088.07","4,110.67","4,076.45","113.70K","0.77%"
"2018-3-8","4,077.60","4,038.95","4,078.23","4,029.71","91.16K","1.01%"
"2018-3-7","4,036.65","4,063.50","4,089.70","4,027.94","106.95K","-0.74%"
"2018-3-6","4,066.56","4,034.99","4,067.55","3,998.93","138.76K","1.21%"
"2018-3-5","4,018.10","4,021.66","4,042.83","3,995.87","87.95K","0.04%"
"2018-3-2","4,016.46","4,014.95","4,044.42","4,006.94","96.17K","-0.81%"
"2018-3-1","4,049.09","3,994.87","4,061.03","3,986.89","110.20K","0.63%"
"2018-2-28","4,023.64","4,016.79","4,051.71","3,991.71","109.34K","-0.87%"
"2018-2-27","4,058.98","4,120.87","4,120.87","4,051.81","125.93K","-1.44%"
"2018-2-26","4,118.42","4,093.40","4,128.74","4,048.98","137.88K","1.16%"
"2018-2-23","4,071.09","4,061.75","4,085.20","4,035.23","99.46K","0.45%"
"2018-2-22","4,052.73","4,020.97","4,058.79","4,009.92","105.81K","2.16%"
"2018-2-14","3,966.96","3,945.09","3,971.40","3,923.13","71.08K","0.80%"
"2018-2-13","3,935.63","3,925.60","3,986.98","3,925.60","112.57K","1.17%"
"2018-2-12","3,890.10","3,846.27","3,907.84","3,828.07","116.18K","1.29%"
"2018-2-9","3,840.65","3,896.17","3,911.29","3,759.15","206.35K","-4.27%"
"2018-2-8","4,012.05","4,022.88","4,071.67","3,974.68","159.27K","-0.95%"
"2018-2-7","4,050.50","4,205.74","4,212.57","4,048.42","203.13K","-2.37%"
"2018-2-6","4,148.89","4,182.33","4,211.52","4,131.56","214.91K","-2.93%"
"2018-2-5","4,274.15","4,204.46","4,274.15","4,200.14","161.35K","0.07%"
"2018-2-2","4,271.23","4,213.94","4,271.76","4,181.78","146.07K","0.60%"
"2018-2-1","4,245.90","4,276.34","4,287.39","4,214.29","190.00K","-0.70%"
"2018-1-31","4,275.90","4,234.11","4,287.86","4,232.77","145.21K","0.47%"
"2018-1-30","4,256.10","4,286.68","4,308.51","4,251.57","139.04K","-1.07%"
"2018-1-29","4,302.02","4,387.06","4,395.91","4,287.11","191.10K","-1.81%"
"2018-1-26","4,381.30","4,352.22","4,403.34","4,351.49","177.23K","0.37%"
"2018-1-25","4,365.08","4,381.98","4,392.20","4,336.24","195.38K","-0.57%"
"2018-1-24","4,389.89","4,389.45","4,397.82","4,349.09","219.82K","0.17%"
"2018-1-23","4,382.61","4,346.89","4,383.57","4,346.79","201.87K","1.06%"
"2018-1-22","4,336.60","4,276.48","4,338.48","4,275.90","174.64K","1.19%"
"2018-1-19","4,285.40","4,281.94","4,316.57","4,269.62","209.49K","0.33%"
"2018-1-18","4,271.42","4,259.38","4,292.64","4,246.68","172.03K","0.55%"
"2018-1-17","4,248.12","4,261.78","4,283.34","4,230.54","214.31K","-0.24%"
"2018-1-16","4,258.47","4,215.62","4,260.21","4,213.13","161.50K","0.79%"
"2018-1-15","4,225.24","4,229.84","4,262.93","4,216.36","170.91K","0.01%"
"2018-1-12","4,225.00","4,205.14","4,227.39","4,199.03","111.36K","0.46%"
"2018-1-11","4,205.59","4,197.11","4,211.80","4,181.96","121.58K","-0.05%"
"2018-1-10","4,207.81","4,187.20","4,211.05","4,175.14","151.12K","0.44%"
"2018-1-9","4,189.30","4,157.54","4,191.28","4,153.50","139.03K","0.70%"
"2018-1-8","4,160.16","4,140.85","4,166.32","4,127.31","173.88K","0.52%"
"2018-1-5","4,138.75","4,133.34","4,151.28","4,123.28","149.01K","0.24%"
"2018-1-4","4,128.81","4,114.12","4,137.64","4,105.89","134.54K","0.42%"
"2018-1-3","4,111.39","4,091.46","4,140.05","4,088.73","151.85K","0.59%"
"2018-1-2","4,087.40","4,045.21","4,087.78","4,045.21","146.94K","1.40%"
"2017-12-29","4,030.85","4,022.88","4,043.14","4,012.87","90.49K","0.30%"
"2017-12-28","4,018.90","3,993.00","4,036.70","3,980.24","118.54K","0.69%"
"2017-12-27","3,991.21","4,045.28","4,047.74","3,986.74","105.15K","-1.54%"
"2017-12-26","4,053.62","4,040.62","4,056.86","4,015.30","91.12K","0.30%"
"2017-12-25","4,041.54","4,057.42","4,086.93","4,026.45","91.93K","-0.32%"
"2017-12-22","4,054.60","4,064.91","4,076.80","4,048.49","73.47K","-0.33%"
"2017-12-21","4,067.85","4,023.08","4,080.78","4,014.65","96.84K","0.93%"
"2017-12-20","4,030.49","4,036.02","4,044.85","4,015.63","90.61K","-0.12%"
"2017-12-19","4,035.33","3,985.82","4,035.63","3,985.82","77.53K","1.26%"
"2017-12-18","3,985.29","3,983.30","4,008.07","3,967.93","77.85K","0.11%"
"2017-12-15","3,980.86","4,018.73","4,020.27","3,974.93","89.04K","-1.12%"
"2017-12-14","4,026.15","4,050.90","4,057.62","4,013.85","80.77K","-0.59%"
"2017-12-13","4,050.09","4,013.83","4,052.69","4,004.74","77.55K","0.85%"
"2017-12-12","4,016.02","4,068.51","4,070.15","4,015.45","84.34K","-1.31%"
"2017-12-11","4,069.50","4,006.88","4,069.50","4,005.27","97.15K","1.65%"
"2017-12-8","4,003.38","3,962.83","4,014.14","3,955.44","89.28K","0.81%"
"2017-12-7","3,971.06","4,003.58","4,017.95","3,955.99","90.25K","-1.11%"
"2017-12-6","4,015.82","4,027.12","4,031.75","3,964.81","109.29K","-0.60%"
"2017-12-5","4,040.17","4,007.94","4,045.93","4,006.54","154.09K","0.53%"
"2017-12-4","4,018.86","3,989.05","4,032.99","3,982.32","102.65K","0.52%"
"2017-12-1","3,998.14","4,003.56","4,027.11","3,984.38","97.39K","-0.20%"
"2017-11-30","4,006.10","4,034.01","4,052.80","3,988.00","107.98K","-1.18%"
"2017-11-29","4,053.75","4,061.35","4,069.24","4,004.69","124.55K","-0.05%"
"2017-11-28","4,055.82","4,034.21","4,056.48","4,010.30","102.06K","0.14%"
"2017-11-27","4,049.95","4,088.93","4,088.93","4,037.15","143.46K","-1.32%"
"2017-11-24","4,104.20","4,089.47","4,116.59","4,057.49","130.86K","0.04%"
"2017-11-23","4,102.40","4,213.38","4,214.19","4,086.90","178.15K","-2.96%"
"2017-11-22","4,227.57","4,228.37","4,260.64","4,191.15","186.48K","0.23%"
"2017-11-21","4,217.70","4,131.85","4,220.26","4,129.98","180.35K","1.78%"
"2017-11-20","4,143.83","4,093.73","4,144.51","4,060.96","137.45K","0.56%"
"2017-11-17","4,120.85","4,094.08","4,122.38","4,081.37","191.78K","0.39%"
"2017-11-16","4,105.01","4,063.49","4,107.62","4,062.27","121.38K","0.77%"
"2017-11-15","4,073.67","4,084.21","4,102.81","4,055.72","120.64K","-0.63%"
"2017-11-14","4,099.35","4,129.27","4,133.55","4,086.89","143.24K","-0.70%"
"2017-11-13","4,128.07","4,115.55","4,137.65","4,115.55","151.45K","0.39%"
"2017-11-10","4,111.91","4,070.28","4,116.71","4,067.66","141.82K","0.88%"
"2017-11-9","4,075.90","4,043.07","4,076.61","4,038.40","121.06K","0.69%"
"2017-11-8","4,048.01","4,051.49","4,089.15","4,040.58","150.83K","-0.15%"
"2017-11-7","4,054.25","4,022.40","4,064.22","4,021.36","152.12K","0.83%"
"2017-11-6","4,020.89","3,989.18","4,021.64","3,975.41","122.08K","0.71%"
"2017-11-3","3,992.70","3,992.35","3,999.34","3,963.03","129.40K","-0.11%"
"2017-11-2","3,997.13","3,994.09","3,999.23","3,971.38","126.10K","0.01%"
"2017-11-1","3,996.62","4,007.91","4,032.46","3,991.32","130.42K","-0.25%"
"2017-10-31","4,006.72","3,995.39","4,009.28","3,983.26","109.18K","-0.07%"
"2017-10-30","4,009.72","4,022.16","4,033.34","3,960.27","157.39K","-0.30%"
"2017-10-27","4,021.97","3,992.55","4,024.46","3,991.35","126.67K","0.71%"
"2017-10-26","3,993.58","3,980.05","4,013.60","3,973.55","129.90K","0.42%"
"2017-10-25","3,976.95","3,958.17","3,978.09","3,954.00","88.21K","0.44%"
"2017-10-24","3,959.40","3,926.23","3,959.50","3,922.03","93.06K","0.73%"
"2017-10-23","3,930.80","3,930.89","3,936.27","3,920.66","81.49K","0.10%"
"2017-10-20","3,926.85","3,918.53","3,928.96","3,910.20","72.98K","-0.11%"
"2017-10-19","3,931.25","3,940.58","3,944.03","3,923.65","106.53K","-0.33%"
"2017-10-18","3,944.16","3,914.82","3,944.41","3,914.82","100.97K","0.79%"
"2017-10-17","3,913.07","3,910.79","3,924.61","3,900.48","82.24K","-0.01%"
"2017-10-16","3,913.45","3,926.28","3,947.42","3,913.32","121.36K","-0.19%"
"2017-10-13","3,921.00","3,912.97","3,927.17","3,908.89","90.14K","0.21%"
"2017-10-12","3,912.95","3,902.02","3,917.44","3,897.55","94.34K","0.26%"
"2017-10-11","3,902.69","3,886.82","3,913.07","3,885.50","104.42K","0.33%"
"2017-10-10","3,889.86","3,883.00","3,900.74","3,855.47","112.53K","0.20%"
"2017-10-9","3,882.21","3,910.11","3,918.84","3,876.03","135.54K","1.19%"
"2017-9-29","3,836.50","3,825.20","3,852.22","3,825.20","93.31K","0.37%"
"2017-9-28","3,822.54","3,821.59","3,827.33","3,813.75","93.54K","0.04%"
"2017-9-27","3,821.20","3,818.96","3,832.57","3,818.81","85.66K","0.01%"
"2017-9-26","3,820.78","3,810.33","3,821.69","3,808.38","81.87K","0.08%"
"2017-9-25","3,817.79","3,829.22","3,835.39","3,811.12","103.95K","-0.52%"
"2017-9-22","3,837.73","3,826.46","3,842.25","3,816.82","100.62K","0.00%"
"2017-9-21","3,837.82","3,843.26","3,860.80","3,837.38","111.10K","-0.12%"
"2017-9-20","3,842.44","3,830.15","3,850.94","3,827.89","101.13K","0.27%"
"2017-9-19","3,832.12","3,849.88","3,857.30","3,820.29","112.43K","-0.29%"
"2017-9-18","3,843.14","3,832.96","3,862.36","3,832.96","117.93K","0.31%"
"2017-9-15","3,831.30","3,826.14","3,843.30","3,818.52","122.43K","0.03%"
"2017-9-14","3,829.96","3,843.57","3,854.49","3,820.09","115.36K","-0.33%"
"2017-9-13","3,842.61","3,835.55","3,847.78","3,822.94","95.41K","0.12%"
"2017-9-12","3,837.93","3,832.24","3,849.39","3,822.00","144.19K","0.32%"
"2017-9-11","3,825.65","3,828.34","3,850.74","3,817.51","123.88K","-0.01%"
"2017-9-8","3,825.99","3,830.07","3,843.02","3,813.98","106.04K","-0.10%"
"2017-9-7","3,829.87","3,851.69","3,858.16","3,828.84","123.88K","-0.51%"
"2017-9-6","3,849.45","3,846.75","3,858.25","3,831.38","131.40K","-0.20%"
"2017-9-5","3,857.05","3,845.55","3,865.29","3,841.95","124.96K","0.30%"
"2017-9-4","3,845.62","3,828.54","3,847.09","3,813.55","149.57K","0.39%"
"2017-9-1","3,830.54","3,825.34","3,843.62","3,818.16","158.65K","0.22%"
"2017-8-31","3,822.09","3,835.84","3,840.20","3,800.89","132.95K","-0.32%"
"2017-8-30","3,834.30","3,834.27","3,854.71","3,827.86","141.35K","-0.01%"
"2017-8-29","3,834.54","3,839.18","3,847.93","3,825.76","128.23K","-0.21%"
"2017-8-28","3,842.71","3,805.66","3,866.94","3,805.66","185.58K","1.24%"
"2017-8-25","3,795.75","3,736.29","3,795.97","3,736.29","129.94K","1.64%"
"2017-8-24","3,734.65","3,755.89","3,765.71","3,729.09","89.95K","-0.57%"
"2017-8-23","3,756.09","3,747.61","3,772.46","3,741.72","104.96K","0.10%"
"2017-8-22","3,752.30","3,745.75","3,758.29","3,734.56","100.29K","0.30%"
"2017-8-21","3,740.99","3,731.84","3,744.26","3,728.62","100.31K","0.44%"
"2017-8-18","3,724.67","3,707.19","3,733.49","3,700.41","96.56K","0.09%"
"2017-8-17","3,721.28","3,707.07","3,722.62","3,704.41","108.66K","0.54%"
"2017-8-16","3,701.42","3,701.13","3,707.14","3,679.73","104.13K","-0.13%"
"2017-8-15","3,706.06","3,695.78","3,719.29","3,692.28","106.45K","0.31%"
"2017-8-14","3,694.68","3,651.38","3,698.37","3,651.38","115.31K","1.30%"
"2017-8-11","3,647.35","3,687.93","3,700.49","3,645.09","150.39K","-1.85%"
"2017-8-10","3,715.92","3,724.96","3,746.86","3,688.18","130.09K","-0.41%"
"2017-8-9","3,731.04","3,728.03","3,739.00","3,713.57","124.68K","-0.03%"
"2017-8-8","3,732.21","3,724.33","3,737.33","3,718.81","137.24K","0.15%"
"2017-8-7","3,726.79","3,701.22","3,730.78","3,689.96","124.23K","0.52%"
"2017-8-4","3,707.58","3,724.72","3,738.73","3,707.00","157.47K","-0.54%"
"2017-8-3","3,727.83","3,755.11","3,766.35","3,718.44","146.15K","-0.88%"
"2017-8-2","3,760.85","3,768.19","3,784.35","3,759.28","172.29K","-0.25%"
"2017-8-1","3,770.38","3,738.74","3,770.40","3,737.10","152.55K","0.87%"
"2017-7-31","3,737.87","3,722.43","3,746.52","3,713.66","148.43K","0.43%"
"2017-7-28","3,721.89","3,703.49","3,725.54","3,696.78","111.41K","0.26%"
"2017-7-27","3,712.19","3,700.86","3,716.69","3,672.50","145.00K","0.18%"
"2017-7-26","3,705.39","3,722.88","3,738.53","3,684.18","136.33K","-0.38%"
"2017-7-25","3,719.56","3,742.64","3,752.16","3,713.28","121.67K","-0.64%"
"2017-7-24","3,743.47","3,724.38","3,755.19","3,719.85","134.87K","0.40%"
"2017-7-21","3,728.60","3,738.18","3,751.69","3,722.07","117.94K","-0.51%"
"2017-7-20","3,747.88","3,725.14","3,750.19","3,723.07","142.41K","0.49%"
"2017-7-19","3,729.75","3,660.87","3,731.05","3,658.20","182.48K","1.71%"
"2017-7-18","3,667.18","3,648.49","3,667.54","3,622.04","124.62K","0.10%"
"2017-7-17","3,663.56","3,700.62","3,716.47","3,621.37","178.82K","-1.07%"
"2017-7-14","3,703.09","3,682.62","3,703.09","3,672.74","105.51K","0.44%"
"2017-7-13","3,686.92","3,656.35","3,690.48","3,652.57","125.67K","0.77%"
"2017-7-12","3,658.82","3,672.63","3,691.58","3,640.59","122.29K","-0.33%"
"2017-7-11","3,670.81","3,646.88","3,701.21","3,645.99","118.76K","0.47%"
"2017-7-10","3,653.69","3,647.94","3,667.85","3,641.53","120.59K","-0.06%"
"2017-7-7","3,655.93","3,647.64","3,657.11","3,631.87","103.74K","-0.11%"
"2017-7-6","3,660.10","3,654.56","3,666.77","3,629.56","102.38K","0.01%"
"2017-7-5","3,659.68","3,611.90","3,660.73","3,610.46","88.23K","1.10%"
"2017-7-4","3,619.98","3,646.83","3,646.85","3,611.69","95.07K","-0.85%"
"2017-7-3","3,650.85","3,667.23","3,667.60","3,633.78","88.82K","-0.43%"
"2017-6-30","3,666.80","3,654.73","3,669.76","3,646.23","81.51K","-0.06%"
"2017-6-29","3,668.83","3,649.25","3,669.13","3,644.73","85.59K","0.62%"
"2017-6-28","3,646.17","3,664.16","3,672.19","3,644.03","97.92K","-0.78%"
"2017-6-27","3,674.72","3,665.58","3,676.53","3,648.76","97.56K","0.18%"
"2017-6-26","3,668.09","3,627.02","3,671.94","3,627.02","134.64K","1.25%"
"2017-6-23","3,622.88","3,583.44","3,623.24","3,569.32","105.13K","0.91%"
"2017-6-22","3,590.34","3,583.56","3,635.53","3,581.34","135.53K","0.07%"
"2017-6-21","3,587.95","3,567.13","3,587.99","3,545.57","87.86K","1.17%"
"2017-6-20","3,546.49","3,560.79","3,563.70","3,539.51","80.51K","-0.20%"
"2017-6-19","3,553.67","3,520.06","3,554.91","3,520.06","79.80K","0.99%"
"2017-6-16","3,518.76","3,522.97","3,536.14","3,514.39","76.45K","-0.28%"
"2017-6-15","3,528.79","3,530.75","3,542.28","3,508.95","82.63K","-0.18%"
"2017-6-14","3,535.30","3,571.25","3,571.25","3,530.27","83.81K","-1.31%"
"2017-6-13","3,582.27","3,569.16","3,584.41","3,559.21","75.18K","0.22%"
"2017-6-12","3,574.39","3,570.22","3,603.69","3,565.90","90.38K","-0.05%"
